,subject,parameter,value,IDs
117169,10,$\alpha$,0.019556595,42
117170,11,$\alpha$,0.016330544,56
117171,12,$\alpha$,0.03829847,49
117172,13,$\alpha$,0.014239784,40
117173,14,$\alpha$,0.020740911,54
117174,15,$\alpha$,0.026708625,66
117175,16,$\alpha$,0.021640655,67
117176,17,$\alpha$,0.018383728,46
117177,18,$\alpha$,0.013414402,24
117178,19,$\alpha$,0.018016884,23
117179,20,$\alpha$,0.013328152,43
117180,21,$\alpha$,0.014911511,64
117181,22,$\alpha$,0.011763189,58
117182,23,$\alpha$,0.034731798,48
117183,24,$\alpha$,0.021185614,29
117184,25,$\alpha$,0.026512967,45
117185,26,$\alpha$,0.015553605,28
117186,27,$\alpha$,0.0119807245,39
117187,28,$\alpha$,0.019922968,44
117188,29,$\alpha$,0.022551998,57
117189,30,$\alpha$,0.00821144,35
117190,31,$\alpha$,0.012412552,30
117191,32,$\alpha$,0.025130322,31
117192,33,$\alpha$,0.016311664,61
117193,34,$\alpha$,0.02774387,47
117194,35,$\alpha$,0.015798353,65
117195,36,$\alpha$,0.029783854,52
117196,37,$\alpha$,0.010426936,62
117197,38,$\alpha$,0.020940736,34
117198,39,$\alpha$,0.010828209,60
117199,40,$\alpha$,0.023975769,38
117200,1,$\alpha$,0.009310694,25
117201,2,$\alpha$,0.011334741,32
117202,3,$\alpha$,0.025188768,33
117203,4,$\alpha$,0.014335156,27
117204,5,$\alpha$,0.023912007,51
117205,6,$\alpha$,0.014315295,55
117206,7,$\alpha$,0.026187142,63
117207,8,$\alpha$,0.010770521,37
117208,9,$\alpha$,0.011156769,50
117209,10,$\alpha$,0.031335473,42
117210,11,$\alpha$,0.013762409,56
117211,12,$\alpha$,0.017687725,49
117212,13,$\alpha$,0.03150008,40
117213,14,$\alpha$,0.010568244,54
117214,15,$\alpha$,0.0242786,66
117215,16,$\alpha$,0.0208557,67
117216,17,$\alpha$,0.015025577,46
117217,18,$\alpha$,0.015602121,24
117218,19,$\alpha$,0.01289991,23
117219,20,$\alpha$,0.023941653,43
117220,21,$\alpha$,0.013128985,64
117221,22,$\alpha$,0.023666102,58
117222,23,$\alpha$,0.025376223,48
117223,24,$\alpha$,0.022321764,29
117224,25,$\alpha$,0.011528183,45
117225,26,$\alpha$,0.017385902,28
117226,27,$\alpha$,0.019327657,39
117227,28,$\alpha$,0.011268926,44
117228,29,$\alpha$,0.017357307,57
117229,30,$\alpha$,0.02139522,35
117230,31,$\alpha$,0.016960138,30
117231,32,$\alpha$,0.008732064,31
117232,33,$\alpha$,0.013302434,61
117233,34,$\alpha$,0.017647415,47
117234,35,$\alpha$,0.009057027,65
117235,36,$\alpha$,0.008979308,52
117236,37,$\alpha$,0.0070199906,62
117237,38,$\alpha$,0.0157307,34
117238,39,$\alpha$,0.016104197,60
117239,40,$\alpha$,0.018717851,38
117240,1,$\alpha$,0.017153356,25
117241,2,$\alpha$,0.041810956,32
117242,3,$\alpha$,0.01701311,33
117243,4,$\alpha$,0.021545846,27
117244,5,$\alpha$,0.014077009,51
117245,6,$\alpha$,0.036728837,55
117246,7,$\alpha$,0.019177934,63
117247,8,$\alpha$,0.012544554,37
117248,9,$\alpha$,0.020721728,50
117249,10,$\alpha$,0.020595422,42
117250,11,$\alpha$,0.011093242,56
117251,12,$\alpha$,0.022513643,49
117252,13,$\alpha$,0.026634755,40
117253,14,$\alpha$,0.012784728,54
117254,15,$\alpha$,0.020887254,66
117255,16,$\alpha$,0.018506052,67
117256,17,$\alpha$,0.017061247,46
117257,18,$\alpha$,0.054732714,24
117258,19,$\alpha$,0.035636734,23
117259,20,$\alpha$,0.017773345,43
117260,21,$\alpha$,0.024545215,64
117261,22,$\alpha$,0.017796703,58
117262,23,$\alpha$,0.038585365,48
117263,24,$\alpha$,0.020881219,29
117264,25,$\alpha$,0.018685762,45
117265,26,$\alpha$,0.019274017,28
117266,27,$\alpha$,0.026298126,39
117267,28,$\alpha$,0.021224402,44
117268,29,$\alpha$,0.011653439,57
117269,30,$\alpha$,0.012159914,35
117270,31,$\alpha$,0.020737955,30
117271,32,$\alpha$,0.016486844,31
117272,33,$\alpha$,0.017671792,61
117273,34,$\alpha$,0.031150032,47
117274,35,$\alpha$,0.009332853,65
117275,36,$\alpha$,0.022926427,52
117276,37,$\alpha$,0.0125851035,62
117277,38,$\alpha$,0.024822181,34
117278,39,$\alpha$,0.031750683,60
117279,40,$\alpha$,0.0208819,38
117280,1,$\alpha$,0.024491943,25
117281,2,$\alpha$,0.020579068,32
117282,3,$\alpha$,0.030135076,33
117283,4,$\alpha$,0.020892622,27
117284,5,$\alpha$,0.039694477,51
117285,6,$\alpha$,0.032246996,55
117286,7,$\alpha$,0.01783278,63
117287,8,$\alpha$,0.025424631,37
117288,9,$\alpha$,0.029140703,50
117289,10,$\alpha$,0.03350476,42
117290,11,$\alpha$,0.020042833,56
117291,12,$\alpha$,0.026531596,49
117292,13,$\alpha$,0.02216974,40
117293,14,$\alpha$,0.015291542,54
117294,15,$\alpha$,0.027075037,66
117295,16,$\alpha$,0.028186524,67
117296,17,$\alpha$,0.023717484,46
117297,18,$\alpha$,0.01713307,24
117298,19,$\alpha$,0.015862077,23
117299,20,$\alpha$,0.020344922,43
117300,21,$\alpha$,0.02935818,64
117301,22,$\alpha$,0.024666606,58
117302,23,$\alpha$,0.02080818,48
117303,24,$\alpha$,0.024151163,29
117304,25,$\alpha$,0.016934019,45
117305,26,$\alpha$,0.0330897,28
117306,27,$\alpha$,0.022314392,39
117307,28,$\alpha$,0.024968475,44
117308,29,$\alpha$,0.019083435,57
117309,30,$\alpha$,0.035435863,35
117310,31,$\alpha$,0.041796304,30
117311,32,$\alpha$,0.023003139,31
117312,33,$\alpha$,0.027799107,61
117313,34,$\alpha$,0.02438118,47
117314,35,$\alpha$,0.023632841,65
117315,36,$\alpha$,0.03821167,52
117316,37,$\alpha$,0.01712814,62
117317,38,$\alpha$,0.027707698,34
117318,39,$\alpha$,0.01190822,60
117319,40,$\alpha$,0.049319614,38
117320,1,$\alpha$,0.038460232,25
117321,2,$\alpha$,0.019996176,32
117322,3,$\alpha$,0.019585127,33
117323,4,$\alpha$,0.028141333,27
117324,5,$\alpha$,0.018951679,51
117325,6,$\alpha$,0.010200953,55
117326,7,$\alpha$,0.027576523,63
117327,8,$\alpha$,0.0064932015,37
117328,9,$\alpha$,0.03246528,50
117329,10,$\alpha$,0.028346011,42
117330,11,$\alpha$,0.012648532,56
117331,12,$\alpha$,0.022807375,49
117332,13,$\alpha$,0.024151295,40
117333,14,$\alpha$,0.012260028,54
117334,15,$\alpha$,0.058407333,66
117335,16,$\alpha$,0.018716658,67
117336,17,$\alpha$,0.020221565,46
117337,18,$\alpha$,0.03247776,24
117338,19,$\alpha$,0.015022324,23
117339,20,$\alpha$,0.02160084,43
117340,21,$\alpha$,0.016471466,64
117341,22,$\alpha$,0.014938502,58
117342,23,$\alpha$,0.022319093,48
117343,24,$\alpha$,0.015208155,29
117344,25,$\alpha$,0.02990126,45
117345,26,$\alpha$,0.019414632,28
117346,27,$\alpha$,0.010999862,39
117347,28,$\alpha$,0.015855879,44
117348,29,$\alpha$,0.020369925,57
117349,30,$\alpha$,0.023531124,35
117350,31,$\alpha$,0.054363187,30
117351,32,$\alpha$,0.02039535,31
117352,33,$\alpha$,0.024653083,61
117353,34,$\alpha$,0.02757647,47
117354,35,$\alpha$,0.014071544,65
117355,36,$\alpha$,0.01176315,52
117356,37,$\alpha$,0.02113538,62
117357,38,$\alpha$,0.030953271,34
117358,39,$\alpha$,0.046381876,60
117359,40,$\alpha$,0.024915978,38
117360,1,$\alpha$,0.027924582,25
117361,2,$\alpha$,0.043115824,32
117362,3,$\alpha$,0.051570944,33
117363,4,$\alpha$,0.020591695,27
117364,5,$\alpha$,0.03825562,51
117365,6,$\alpha$,0.027279481,55
117366,7,$\alpha$,0.020069754,63
117367,8,$\alpha$,0.01528308,37
117368,9,$\alpha$,0.028124748,50
117369,10,$\alpha$,0.02950289,42
117370,11,$\alpha$,0.01777532,56
117371,12,$\alpha$,0.023457129,49
117372,13,$\alpha$,0.029453337,40
117373,14,$\alpha$,0.012379049,54
117374,15,$\alpha$,0.021606354,66
117375,16,$\alpha$,0.009912439,67
117376,17,$\alpha$,0.033742912,46
117377,18,$\alpha$,0.041398585,24
117378,19,$\alpha$,0.00935883,23
117379,20,$\alpha$,0.013888154,43
117380,21,$\alpha$,0.02406317,64
117381,22,$\alpha$,0.020090265,58
117382,23,$\alpha$,0.036708377,48
117383,24,$\alpha$,0.02028485,29
117384,25,$\alpha$,0.022600494,45
117385,26,$\alpha$,0.033305094,28
117386,27,$\alpha$,0.021468714,39
117387,28,$\alpha$,0.015441708,44
117388,29,$\alpha$,0.017472321,57
117389,30,$\alpha$,0.014019912,35
117390,31,$\alpha$,0.029366223,30
117391,32,$\alpha$,0.024995161,31
117392,33,$\alpha$,0.0296491,61
117393,34,$\alpha$,0.015074277,47
117394,35,$\alpha$,0.012292256,65
117395,36,$\alpha$,0.026113149,52
117396,37,$\alpha$,0.0072312164,62
117397,38,$\alpha$,0.019550584,34
117398,39,$\alpha$,0.05868048,60
117399,40,$\alpha$,0.049355943,38
117400,1,$\alpha$,0.012080395,25
117401,2,$\alpha$,0.020175815,32
117402,3,$\alpha$,0.018503103,33
117403,4,$\alpha$,0.015770692,27
117404,5,$\alpha$,0.013353729,51
117405,6,$\alpha$,0.024664454,55
117406,7,$\alpha$,0.020477692,63
117407,8,$\alpha$,0.015804596,37
117408,9,$\alpha$,0.022657396,50
117409,10,$\alpha$,0.017764458,42
117410,11,$\alpha$,0.01888085,56
117411,12,$\alpha$,0.0234261,49
117412,13,$\alpha$,0.0138553195,40
117413,14,$\alpha$,0.023867447,54
117414,15,$\alpha$,0.020142421,66
117415,16,$\alpha$,0.018948182,67
117416,17,$\alpha$,0.015331025,46
117417,18,$\alpha$,0.023889398,24
117418,19,$\alpha$,0.010746775,23
117419,20,$\alpha$,0.023193792,43
117420,21,$\alpha$,0.022419823,64
117421,22,$\alpha$,0.02187291,58
117422,23,$\alpha$,0.014970181,48
117423,24,$\alpha$,0.015434751,29
117424,25,$\alpha$,0.014651713,45
117425,26,$\alpha$,0.028916404,28
117426,27,$\alpha$,0.016611246,39
117427,28,$\alpha$,0.016867664,44
117428,29,$\alpha$,0.019650672,57
117429,30,$\alpha$,0.01667176,35
117430,31,$\alpha$,0.021046842,30
117431,32,$\alpha$,0.02214459,31
117432,33,$\alpha$,0.026348159,61
117433,34,$\alpha$,0.018551521,47
117434,35,$\alpha$,0.024140192,65
117435,36,$\alpha$,0.02194445,52
117436,37,$\alpha$,0.012898939,62
117437,38,$\alpha$,0.014442102,34
117438,39,$\alpha$,0.017072469,60
117439,40,$\alpha$,0.015625913,38
117440,1,$\alpha$,0.024303885,25
117441,2,$\alpha$,0.019566452,32
117442,3,$\alpha$,0.016603732,33
117443,4,$\alpha$,0.0181782,27
117444,5,$\alpha$,0.021568526,51
117445,6,$\alpha$,0.015800659,55
117446,7,$\alpha$,0.020167954,63
117447,8,$\alpha$,0.025564862,37
117448,9,$\alpha$,0.026922883,50
117449,10,$\alpha$,0.04516582,42
117450,11,$\alpha$,0.025835112,56
117451,12,$\alpha$,0.041067943,49
117452,13,$\alpha$,0.024024623,40
117453,14,$\alpha$,0.03355215,54
117454,15,$\alpha$,0.016552502,66
117455,16,$\alpha$,0.016388599,67
117456,17,$\alpha$,0.02395471,46
117457,18,$\alpha$,0.031492252,24
117458,19,$\alpha$,0.016662758,23
117459,20,$\alpha$,0.019401193,43
117460,21,$\alpha$,0.017573103,64
117461,22,$\alpha$,0.027626408,58
117462,23,$\alpha$,0.031728446,48
117463,24,$\alpha$,0.030406347,29
117464,25,$\alpha$,0.018274078,45
117465,26,$\alpha$,0.024468997,28
117466,27,$\alpha$,0.029874086,39
117467,28,$\alpha$,0.013710799,44
117468,29,$\alpha$,0.014380206,57
117469,30,$\alpha$,0.028625753,35
117470,31,$\alpha$,0.02690874,30
117471,32,$\alpha$,0.014457218,31
117472,33,$\alpha$,0.04162821,61
117473,34,$\alpha$,0.01997504,47
117474,35,$\alpha$,0.016876254,65
117475,36,$\alpha$,0.037270896,52
117476,37,$\alpha$,0.023177607,62
117477,38,$\alpha$,0.03301658,34
117478,39,$\alpha$,0.022592355,60
117479,40,$\alpha$,0.01822821,38
117480,1,$\alpha$,0.019480871,25
117481,2,$\alpha$,0.028157601,32
117482,3,$\alpha$,0.035209574,33
117483,4,$\alpha$,0.0248994,27
117484,5,$\alpha$,0.032254446,51
117485,6,$\alpha$,0.028207816,55
117486,7,$\alpha$,0.030159838,63
117487,8,$\alpha$,0.023865057,37
117488,9,$\alpha$,0.04565748,50
117489,10,$\alpha$,0.021083655,42
117490,11,$\alpha$,0.025875656,56
117491,12,$\alpha$,0.03463804,49
117492,13,$\alpha$,0.020456359,40
117493,14,$\alpha$,0.028958028,54
117494,15,$\alpha$,0.020397542,66
117495,16,$\alpha$,0.059038296,67
117496,17,$\alpha$,0.040241975,46
117497,18,$\alpha$,0.036454443,24
117498,19,$\alpha$,0.01809075,23
117499,20,$\alpha$,0.020827832,43
117500,21,$\alpha$,0.015524468,64
117501,22,$\alpha$,0.04774348,58
117502,23,$\alpha$,0.021737142,48
117503,24,$\alpha$,0.019811615,29
117504,25,$\alpha$,0.037916448,45
117505,26,$\alpha$,0.0506701,28
117506,27,$\alpha$,0.02116581,39
117507,28,$\alpha$,0.02951344,44
117508,29,$\alpha$,0.038392417,57
117509,30,$\alpha$,0.018620064,35
117510,31,$\alpha$,0.049126223,30
117511,32,$\alpha$,0.033499204,31
117512,33,$\alpha$,0.04754136,61
117513,34,$\alpha$,0.022063011,47
117514,35,$\alpha$,0.020861942,65
117515,36,$\alpha$,0.03579774,52
117516,37,$\alpha$,0.023978552,62
117517,38,$\alpha$,0.03560809,34
117518,39,$\alpha$,0.029692244,60
117519,40,$\alpha$,0.06261817,38
117520,1,$\alpha$,0.013348653,25
117521,2,$\alpha$,0.01571333,32
117522,3,$\alpha$,0.03278394,33
117523,4,$\alpha$,0.016968535,27
117524,5,$\alpha$,0.025101753,51
117525,6,$\alpha$,0.017356161,55
117526,7,$\alpha$,0.040143654,63
117527,8,$\alpha$,0.012333352,37
117528,9,$\alpha$,0.022643527,50
117529,10,$\alpha$,0.05500975,42
117530,11,$\alpha$,0.029736636,56
117531,12,$\alpha$,0.021604026,49
117532,13,$\alpha$,0.024669748,40
117533,14,$\alpha$,0.02461424,54
117534,15,$\alpha$,0.027786367,66
117535,16,$\alpha$,0.039525554,67
117536,17,$\alpha$,0.02733424,46
117537,18,$\alpha$,0.01828182,24
117538,19,$\alpha$,0.024332896,23
117539,20,$\alpha$,0.037609637,43
117540,21,$\alpha$,0.009730181,64
117541,22,$\alpha$,0.02084412,58
117542,23,$\alpha$,0.0218903,48
117543,24,$\alpha$,0.011725737,29
117544,25,$\alpha$,0.013092122,45
117545,26,$\alpha$,0.027307998,28
117546,27,$\alpha$,0.013125638,39
117547,28,$\alpha$,0.028087743,44
117548,29,$\alpha$,0.020858126,57
117549,30,$\alpha$,0.01665312,35
117550,31,$\alpha$,0.028119186,30
117551,32,$\alpha$,0.058643825,31
117552,33,$\alpha$,0.049846534,61
117553,34,$\alpha$,0.013953382,47
117554,35,$\alpha$,0.02011194,65
117555,36,$\alpha$,0.015972862,52
117556,37,$\alpha$,0.036954485,62
117557,38,$\alpha$,0.014486259,34
117558,39,$\alpha$,0.020667993,60
117559,40,$\alpha$,0.03569035,38
117560,1,$\alpha$,0.03980462,25
117561,2,$\alpha$,0.04067796,32
117562,3,$\alpha$,0.034334294,33
117563,4,$\alpha$,0.062960625,27
117564,5,$\alpha$,0.029113593,51
117565,6,$\alpha$,0.02845543,55
117566,7,$\alpha$,0.035986878,63
117567,8,$\alpha$,0.028606249,37
117568,9,$\alpha$,0.028018057,50
117569,10,$\alpha$,0.04098489,42
117570,11,$\alpha$,0.028755287,56
117571,12,$\alpha$,0.03482937,49
117572,13,$\alpha$,0.023322849,40
117573,14,$\alpha$,0.028709352,54
117574,15,$\alpha$,0.035042975,66
117575,16,$\alpha$,0.046554405,67
117576,17,$\alpha$,0.022663364,46
117577,18,$\alpha$,0.021929525,24
117578,19,$\alpha$,0.018857077,23
117579,20,$\alpha$,0.020427657,43
117580,21,$\alpha$,0.03307528,64
117581,22,$\alpha$,0.02535808,58
117582,23,$\alpha$,0.015016258,48
117583,24,$\alpha$,0.030726824,29
117584,25,$\alpha$,0.025098328,45
117585,26,$\alpha$,0.025800074,28
117586,27,$\alpha$,0.019007724,39
117587,28,$\alpha$,0.023281962,44
117588,29,$\alpha$,0.024523783,57
117589,30,$\alpha$,0.017562274,35
117590,31,$\alpha$,0.029431753,30
117591,32,$\alpha$,0.026596176,31
117592,33,$\alpha$,0.037045885,61
117593,34,$\alpha$,0.028638713,47
117594,35,$\alpha$,0.023642128,65
117595,36,$\alpha$,0.03087987,52
117596,37,$\alpha$,0.022558697,62
117597,38,$\alpha$,0.06326968,34
117598,39,$\alpha$,0.037864693,60
117599,40,$\alpha$,0.03492239,38
117600,1,$\alpha$,0.025771758,25
117601,2,$\alpha$,0.01951662,32
117602,3,$\alpha$,0.015519851,33
117603,4,$\alpha$,0.01962711,27
117604,5,$\alpha$,0.014492243,51
117605,6,$\alpha$,0.016934708,55
117606,7,$\alpha$,0.026180133,63
117607,8,$\alpha$,0.015870284,37
117608,9,$\alpha$,0.031049768,50
117609,10,$\alpha$,0.019662466,42
117610,11,$\alpha$,0.019440271,56
117611,12,$\alpha$,0.016263876,49
117612,13,$\alpha$,0.018843975,40
117613,14,$\alpha$,0.020919776,54
117614,15,$\alpha$,0.016457722,66
117615,16,$\alpha$,0.021682737,67
117616,17,$\alpha$,0.022273684,46
117617,18,$\alpha$,0.025373658,24
117618,19,$\alpha$,0.015506377,23
117619,20,$\alpha$,0.028223589,43
117620,21,$\alpha$,0.016683765,64
117621,22,$\alpha$,0.029220099,58
117622,23,$\alpha$,0.027986383,48
117623,24,$\alpha$,0.028930578,29
117624,25,$\alpha$,0.011051472,45
117625,26,$\alpha$,0.039723013,28
117626,27,$\alpha$,0.031846724,39
117627,28,$\alpha$,0.027169514,44
117628,29,$\alpha$,0.018109674,57
117629,30,$\alpha$,0.021768313,35
117630,31,$\alpha$,0.021102196,30
117631,32,$\alpha$,0.032356095,31
117632,33,$\alpha$,0.017923715,61
117633,34,$\alpha$,0.023511104,47
117634,35,$\alpha$,0.017191824,65
117635,36,$\alpha$,0.014008677,52
117636,37,$\alpha$,0.022023758,62
117637,38,$\alpha$,0.03404382,34
117638,39,$\alpha$,0.042934503,60
117639,40,$\alpha$,0.019496812,38
117640,1,$\alpha$,0.018932804,25
117641,2,$\alpha$,0.010904996,32
117642,3,$\alpha$,0.015056369,33
117643,4,$\alpha$,0.01095691,27
117644,5,$\alpha$,0.01736952,51
117645,6,$\alpha$,0.03224301,55
117646,7,$\alpha$,0.010991737,63
117647,8,$\alpha$,0.009714796,37
117648,9,$\alpha$,0.0107175745,50
117649,10,$\alpha$,0.018166594,42
117650,11,$\alpha$,0.02613743,56
117651,12,$\alpha$,0.02581114,49
117652,13,$\alpha$,0.032829665,40
117653,14,$\alpha$,0.0056556645,54
117654,15,$\alpha$,0.034191504,66
117655,16,$\alpha$,0.009228529,67
117656,17,$\alpha$,0.008763621,46
117657,18,$\alpha$,0.020389877,24
117658,19,$\alpha$,0.008436181,23
117659,20,$\alpha$,0.023251593,43
117660,21,$\alpha$,0.013053948,64
117661,22,$\alpha$,0.017328143,58
117662,23,$\alpha$,0.01888675,48
117663,24,$\alpha$,0.015009149,29
117664,25,$\alpha$,0.009262923,45
117665,26,$\alpha$,0.029528206,28
117666,27,$\alpha$,0.0070798635,39
117667,28,$\alpha$,0.009058136,44
117668,29,$\alpha$,0.011558258,57
117669,30,$\alpha$,0.006741275,35
117670,31,$\alpha$,0.019346524,30
117671,32,$\alpha$,0.020850653,31
117672,33,$\alpha$,0.03296142,61
117673,34,$\alpha$,0.0069265114,47
117674,35,$\alpha$,0.019468041,65
117675,36,$\alpha$,0.0056978026,52
117676,37,$\alpha$,0.019067463,62
117677,38,$\alpha$,0.016000744,34
117678,39,$\alpha$,0.031270247,60
117679,40,$\alpha$,0.03667218,38
117680,1,$\alpha$,0.017264066,25
117681,2,$\alpha$,0.016788576,32
117682,3,$\alpha$,0.024733275,33
117683,4,$\alpha$,0.031108612,27
117684,5,$\alpha$,0.0159708,51
117685,6,$\alpha$,0.016878556,55
117686,7,$\alpha$,0.019185498,63
117687,8,$\alpha$,0.020311525,37
117688,9,$\alpha$,0.011523478,50
117689,10,$\alpha$,0.0698517,42
117690,11,$\alpha$,0.0147081595,56
117691,12,$\alpha$,0.0200589,49
117692,13,$\alpha$,0.017918678,40
117693,14,$\alpha$,0.03447496,54
117694,15,$\alpha$,0.022534594,66
117695,16,$\alpha$,0.016055342,67
117696,17,$\alpha$,0.039273906,46
117697,18,$\alpha$,0.03201706,24
117698,19,$\alpha$,0.026299784,23
117699,20,$\alpha$,0.025754193,43
117700,21,$\alpha$,0.022796813,64
117701,22,$\alpha$,0.014740133,58
117702,23,$\alpha$,0.07169945,48
117703,24,$\alpha$,0.017196387,29
117704,25,$\alpha$,0.017519133,45
117705,26,$\alpha$,0.0152334785,28
117706,27,$\alpha$,0.014279557,39
117707,28,$\alpha$,0.043900814,44
117708,29,$\alpha$,0.011013104,57
117709,30,$\alpha$,0.028501779,35
117710,31,$\alpha$,0.022608064,30
117711,32,$\alpha$,0.02077144,31
117712,33,$\alpha$,0.0608502,61
117713,34,$\alpha$,0.01783029,47
117714,35,$\alpha$,0.019923639,65
117715,36,$\alpha$,0.01840795,52
117716,37,$\alpha$,0.016182294,62
117717,38,$\alpha$,0.033208963,34
117718,39,$\alpha$,0.022421276,60
117719,40,$\alpha$,0.034140192,38
117720,1,$\alpha$,0.016393164,25
117721,2,$\alpha$,0.016360834,32
117722,3,$\alpha$,0.013538936,33
117723,4,$\alpha$,0.0048153317,27
117724,5,$\alpha$,0.017922185,51
117725,6,$\alpha$,0.012900462,55
117726,7,$\alpha$,0.020951169,63
117727,8,$\alpha$,0.0049888412,37
117728,9,$\alpha$,0.021776285,50
117729,10,$\alpha$,0.032181565,42
117730,11,$\alpha$,0.015199002,56
117731,12,$\alpha$,0.025547426,49
117732,13,$\alpha$,0.009101403,40
117733,14,$\alpha$,0.017670816,54
117734,15,$\alpha$,0.0077303285,66
117735,16,$\alpha$,0.020741453,67
117736,17,$\alpha$,0.014441146,46
117737,18,$\alpha$,0.004800684,24
117738,19,$\alpha$,0.0049145524,23
117739,20,$\alpha$,0.022553364,43
117740,21,$\alpha$,0.017147874,64
117741,22,$\alpha$,0.005421891,58
117742,23,$\alpha$,0.02176046,48
117743,24,$\alpha$,0.019535247,29
117744,25,$\alpha$,0.008261567,45
117745,26,$\alpha$,0.019074662,28
117746,27,$\alpha$,0.0105981035,39
117747,28,$\alpha$,0.026507922,44
117748,29,$\alpha$,0.007982782,57
117749,30,$\alpha$,0.0051480806,35
117750,31,$\alpha$,0.034873344,30
117751,32,$\alpha$,0.008924296,31
117752,33,$\alpha$,0.015076587,61
117753,34,$\alpha$,0.009473727,47
117754,35,$\alpha$,0.0048189117,65
117755,36,$\alpha$,0.030627456,52
117756,37,$\alpha$,0.014386744,62
117757,38,$\alpha$,0.012828827,34
117758,39,$\alpha$,0.037869886,60
117759,40,$\alpha$,0.022791784,38
117760,1,$\alpha$,0.038362026,25
117761,2,$\alpha$,0.019795492,32
117762,3,$\alpha$,0.01582572,33
117763,4,$\alpha$,0.016414985,27
117764,5,$\alpha$,0.020394027,51
117765,6,$\alpha$,0.017059505,55
117766,7,$\alpha$,0.015222667,63
117767,8,$\alpha$,0.014567287,37
117768,9,$\alpha$,0.024051879,50
117769,10,$\alpha$,0.024857875,42
117770,11,$\alpha$,0.014048295,56
117771,12,$\alpha$,0.037579004,49
117772,13,$\alpha$,0.029220816,40
117773,14,$\alpha$,0.01757913,54
117774,15,$\alpha$,0.02455892,66
117775,16,$\alpha$,0.028289173,67
117776,17,$\alpha$,0.020865405,46
117777,18,$\alpha$,0.009610814,24
117778,19,$\alpha$,0.013658127,23
117779,20,$\alpha$,0.037371177,43
117780,21,$\alpha$,0.01612482,64
117781,22,$\alpha$,0.053399097,58
117782,23,$\alpha$,0.025840346,48
117783,24,$\alpha$,0.014462431,29
117784,25,$\alpha$,0.008887755,45
117785,26,$\alpha$,0.025180029,28
117786,27,$\alpha$,0.011083245,39
117787,28,$\alpha$,0.01541572,44
117788,29,$\alpha$,0.017926106,57
117789,30,$\alpha$,0.009462654,35
117790,31,$\alpha$,0.020725608,30
117791,32,$\alpha$,0.03074308,31
117792,33,$\alpha$,0.017053133,61
117793,34,$\alpha$,0.0065745097,47
117794,35,$\alpha$,0.019017031,65
117795,36,$\alpha$,0.026824394,52
117796,37,$\alpha$,0.02285585,62
117797,38,$\alpha$,0.028732637,34
117798,39,$\alpha$,0.018957043,60
117799,40,$\alpha$,0.023127506,38
117800,1,$\alpha$,0.02731426,25
117801,2,$\alpha$,0.02517288,32
117802,3,$\alpha$,0.022972068,33
117803,4,$\alpha$,0.017790876,27
117804,5,$\alpha$,0.014005187,51
117805,6,$\alpha$,0.016810825,55
117806,7,$\alpha$,0.019494219,63
117807,8,$\alpha$,0.01742725,37
117808,9,$\alpha$,0.02293036,50
117809,10,$\alpha$,0.024581593,42
117810,11,$\alpha$,0.01385388,56
